"id","name","vision","composure","acceleration","speed","stamina","strength","balance","agility","jumping","heading"
1395,"Tom Cairney",77,77,74,70,81,65,73,80,60,58
1396,"Aaron Mooy",80,73,69,71,81,64,67,71,72,46
1397,"Jagoš Vukovic",45,60,32,34,64,90,31,34,78,80
1398,"Laguardia",46,71,58,66,84,80,57,51,74,71
1399,"Nenad Tomovic",46,67,69,73,74,78,66,66,74,68
1400,"Pontus Jansson",52,69,55,69,65,90,34,55,55,70
1401,"Andre Gray",67,69,91,91,79,79,76,72,70,65
1402,"André Almeida",67,71,67,68,77,77,67,67,77,71
1403,"Roger",63,73,55,55,78,83,68,62,85,75
1404,"Francesco Bardi",34,22,51,46,29,54,33,54,76,11
1405,"Guido Burgstaller",59,69,74,77,91,81,63,74,73,67
1406,"Diafra Sakho",56,69,78,79,70,79,62,73,80,77
1407,"Pape Souaré",64,65,83,79,75,73,74,78,89,74
1408,"Manuel Schmiedebach",70,71,75,69,88,65,86,79,87,54
1409,"Iago Herrerín",40,15,45,34,42,80,55,54,62,14
1410,"Christian Clemens",73,69,85,85,76,68,71,74,68,68
1411,"Marc Muniesa",61,74,54,68,74,68,66,62,83,70
1412,"Maxime Le Marchand",67,67,76,78,80,78,64,68,77,69
1413,"Sebastian Jung",64,74,75,75,72,66,75,68,74,60
1414,"Maxime Lestienne",72,75,85,84,91,47,85,84,73,47
1415,"Luciano Narsingh",72,71,93,93,74,65,77,82,34,40
1416,"Javier Aquino",70,75,92,91,75,33,92,91,76,47
1417,"Georgiy Schennikov",63,65,84,79,83,63,72,79,72,66
1418,"Alexandr Kokorin",70,65,85,83,75,67,59,82,74,73
1419,"Pedro Morales",75,75,69,69,72,62,68,79,53,55
1420,"Peter Pekarík",49,73,76,74,78,66,77,74,64,42
1421,"Sandro",66,83,68,76,71,84,59,56,62,67
1422,"Pascal Groß",76,71,68,67,86,74,73,68,72,53
1423,"Xandão",48,68,46,55,61,90,36,49,66,74
1424,"Benjamin André",76,76,69,69,75,70,73,73,78,58
1425,"Dominic Maroh",53,60,54,53,64,79,56,58,76,75
1426,"Léonard Kweuke",60,66,74,75,73,91,31,60,34,77
1427,"Matías Caruzzo",59,69,53,54,78,80,57,70,72,71
1428,"Markus Henriksen",76,78,62,68,88,78,60,68,84,72
1429,"Tony Jantschke",57,83,65,64,77,71,75,68,84,66
1430,"Grégory Sertic",71,70,69,72,74,72,65,67,69,67
1431,"Christian Kabasele",36,64,77,78,82,83,64,63,81,76
1432,"Lukasz Skorupski",32,58,51,51,31,58,38,48,58,10
1433,"Aaron Cresswell",68,72,78,78,83,57,90,78,85,58
1434,"Davide Santon",64,74,76,79,78,76,58,68,74,65
1435,"Danny Latza",78,78,69,67,90,68,76,74,73,61
1436,"Alex McCarthy",50,63,58,56,35,63,43,35,68,16
1437,"Bruno Fornaroli",72,80,79,77,73,76,80,79,72,66
1438,"Jimmy Durmaz",71,75,84,84,73,52,77,83,53,22
1439,"Volkan Sen",63,61,88,87,64,59,81,92,65,54
1440,"Jonathan Kodjia",55,65,84,83,76,78,68,84,83,74
1441,"Miguel Angel Britos",31,66,54,55,61,79,54,49,83,74
1442,"Michel Macedo",60,65,85,92,87,75,76,88,85,61
1443,"Serey Dié",60,75,73,68,86,75,80,78,80,64
1444,"Sofiane Hanni",75,76,76,71,72,65,75,77,41,57
1445,"Riccardo Meggiorini",74,78,78,78,76,76,74,78,76,73
1446,"Oupa Manyisa",76,76,76,74,80,43,84,85,56,64
1447,"Cheick Diabaté",56,80,50,53,70,92,50,41,68,79
1448,"Aatif Chahechouhe",70,70,81,77,74,62,73,82,58,63
1449,"Paul-José Mpoku",75,76,78,80,76,78,72,78,78,54
1450,"Dmitriy Tarasov",65,74,63,65,75,84,43,62,75,78
1451,"Siem de Jong",75,79,66,64,83,74,60,67,80,82
1452,"Franco Di Santo",67,73,66,78,72,77,59,67,61,75
1453,"Matt Ritchie",74,68,78,76,81,59,84,74,72,38
1454,"Fabio Borini",69,74,79,77,75,66,64,78,71,75
1455,"Gaël Kakuta",74,65,84,77,60,65,81,86,80,67
1456,"Diego Ângelo",57,59,54,52,75,86,33,32,34,78
1457,"Andrea Poli",78,69,77,77,77,69,74,75,68,56
1458,"Michal Pazdan",65,69,70,50,74,80,69,63,80,70
1459,"Maurício",75,74,77,72,76,68,69,74,83,66
1460,"Marcelo Larrondo",76,69,54,68,72,78,39,61,77,83
1461,"Michael Lang",48,61,75,78,79,80,58,64,78,77
1462,"Jonathan Biabiany",66,70,94,96,76,66,80,86,64,53
1463,"Kolbeinn Sigþórsson",63,74,66,69,75,82,55,58,70,85
1464,"Lamine Koné",45,64,55,66,71,90,48,51,63,78
1465,"Gregory van der Wiel",71,72,81,81,75,74,69,74,83,69
1466,"Maxi Moralez",74,76,86,78,69,34,94,86,55,56
1467,"Gabriel Mercado",60,73,77,79,81,82,52,55,76,75
1468,"Siphiwe Tshabalala",77,73,78,77,85,60,90,80,52,39
1469,"Anthony Mounier",68,76,86,79,78,60,78,84,62,60
1470,"Gottardi",58,43,43,40,35,69,40,48,62,19
1471,"Simon Terodde",58,74,64,74,67,84,56,54,65,78
1472,"Nils Petersen",58,82,59,63,68,75,56,65,66,82
1473,"Giovanni Sio",73,69,79,86,80,73,74,82,70,70
1474,"Fabian Frei",80,75,65,69,86,72,69,73,67,71
1475,"Fin Bartels",71,73,83,85,84,55,84,89,70,53
1476,"Marc Albrighton",74,66,80,78,85,61,77,79,60,42
1477,"Ciaran Clark",51,76,62,67,70,76,51,59,73,79
1478,"Mërgim Mavraj",49,70,50,53,63,79,47,53,74,77
1479,"Sebastian De Maio",34,55,65,68,68,92,45,53,84,74
1480,"Koo Ja Cheol",72,72,75,73,74,64,79,77,77,66
1481,"Marcelo Martins",67,75,64,61,66,79,58,67,70,79
1482,"Albin Ekdal",75,75,55,54,78,75,57,66,66,60
1483,"Rhodolfo",44,68,39,40,69,85,32,33,34,77
1484,"Luisinho",64,60,73,68,73,57,77,72,51,65
1485,"Dejan Damjanovic",73,62,78,77,65,85,63,77,79,80
1486,"Eren Derdiyok",75,70,49,53,56,89,50,58,69,85
1487,"Thomas Kraft",25,48,49,52,35,68,39,45,73,13
1488,"Damien Da Silva",40,65,54,68,63,75,61,60,73,75
1489,"Emiliano Insúa",67,76,68,63,79,79,69,69,72,72
1490,"Pablo Hernández",78,80,74,75,65,51,80,80,67,53
1491,"Miralem Sulejmani",67,74,79,86,68,60,77,80,55,47
1492,"Marko Marin",78,67,79,73,61,32,90,85,67,42
1493,"Adrián González",75,62,61,64,73,64,66,67,65,70
1494,"Erik Pieters",62,67,67,69,78,76,57,65,68,73
1495,"Papa Kouli Diop",65,73,57,60,79,86,67,64,80,72
1496,"Sergio Sánchez",60,70,66,67,79,79,60,68,72,71
1497,"Granero",78,70,60,55,53,68,67,69,57,59
1498,"Lucas Deaux",67,63,62,65,87,80,62,58,66,68
1499,"Sidney Sam",74,68,86,86,63,50,79,84,69,61
1500,"Martin Harnik",72,75,79,82,86,75,64,69,90,77
1501,"Nabil Dirar",69,76,81,82,71,76,65,78,74,47
1502,"Ludovic Baal",59,64,78,85,90,68,73,67,67,66
1503,"Bojan Jokic",55,75,75,74,77,76,76,71,81,65
1504,"Fabian Lustenberger",62,72,66,61,68,71,66,65,86,72
1505,"Stefan Aigner",75,69,79,86,68,64,72,77,76,74
1506,"Andreas Beck",59,77,75,73,78,67,71,73,66,71
1507,"Simone Missiroli",74,67,67,68,78,62,41,64,64,60
1508,"Yeom Ki Hun",77,73,71,75,74,78,62,75,77,55
1509,"Jozy Altidore",72,70,69,69,74,86,46,75,73,76
1510,"Jelle Vossen",73,75,62,62,85,60,73,74,70,72
1511,"Sacha Kljestan",82,77,66,66,77,69,63,67,76,69
1512,"Sven Kums",77,76,64,66,69,56,78,76,62,52
1513,"Cristian Riveros",77,80,60,53,75,62,70,79,65,70
1514,"Gonzalo Castro",73,77,75,71,60,57,81,76,68,55
1515,"Adrián",71,59,77,75,66,68,64,77,74,68
1516,"Joselu",68,53,65,67,68,76,53,69,61,81
1517,"James Tomkins",50,69,55,56,75,76,53,51,74,78
1518,"Siqueira",58,59,69,75,76,69,58,69,75,68
1519,"Luca Cigarini",80,73,68,66,68,64,78,74,54,48
1520,"Keiren Westwood",41,47,50,45,25,78,48,58,61,20
1521,"Jonas Lössl",49,30,29,34,25,67,30,32,51,17
1522,"Mikel Gonzalez",40,70,36,33,59,86,34,34,64,74
1523,"Paul Aguilar",63,75,87,85,90,67,67,72,82,68
1524,"Aythami Artiles",39,57,33,50,74,80,56,56,76,75
1525,"Andrey Eschenko",69,66,78,81,82,67,86,78,50,60
1526,"Lorenzo De Silvestri",49,70,74,76,78,79,58,69,78,79
1527,"Tarik Elyounoussi",71,77,82,78,75,43,90,91,76,68
1528,"Scott Sinclair",67,69,89,88,81,57,80,88,64,68
1529,"Andrea Masiello",26,66,67,65,69,74,56,62,79,71
1530,"Danijel Milicevic",76,73,76,74,73,48,80,78,60,46
1531,"Hugo Rodallega",69,72,77,80,77,70,75,79,90,74
1532,"Roman Shishkin",69,67,77,73,75,59,73,81,74,57
1533,"Mikhail Kerzhakov",40,54,38,33,32,76,31,28,52,16
1534,"Alan Kasaev",73,73,82,81,58,65,81,76,53,57
1535,"Brad Jones",30,52,52,55,40,72,30,25,70,11
1536,"Doka",71,76,79,82,74,59,84,78,70,56
1537,"Mariano Izco",77,77,69,75,78,72,68,69,55,60
1538,"Lior Refaelov",77,76,75,66,63,49,77,80,68,43
1539,"Caio",76,65,75,77,54,81,58,67,68,75
1540,"Eduardo",42,53,46,44,20,72,58,60,75,12
1541,"Julien Féret",82,72,53,54,75,70,63,75,60,65
1542,"Stéphane Sessègnon",75,75,79,77,79,73,90,86,71,70
1543,"Jonathan Orozco",69,66,59,60,30,68,63,69,83,12
1544,"Rolando",47,63,48,46,62,83,37,36,68,75
1545,"James Morrison",74,74,69,68,77,59,77,77,51,54
1546,"Marvin Matip",48,73,68,74,66,77,60,65,86,80
1547,"Néstor Ortigoza",84,85,49,36,54,86,60,55,35,61
1548,"Jesús Gámez",49,74,64,76,78,82,57,58,77,63
1549,"Abraham",77,60,66,59,78,61,59,63,33,47
1550,"Trashorras",80,66,47,35,72,70,63,51,49,59
1551,"Julio Alberto Barroso",59,72,73,72,77,81,69,63,90,76
1552,"Pirmin Schwegler",76,80,64,55,74,66,74,74,76,68
1553,"Oribe Peralta",69,80,69,73,68,77,64,79,81,74
1554,"Gelson Fernandes",68,71,69,69,92,75,66,67,70,63
1555,"Aaron Hunt",74,77,74,68,68,65,72,76,63,63
1556,"Mounir Obbadi",78,83,68,63,73,56,82,73,81,63
1557,"Guillaume Hoarau",69,76,55,58,65,86,34,59,62,81
1558,"José de Jesús Corona",43,67,47,41,25,60,60,65,79,13
1559,"Charlie Adam",81,74,55,46,65,77,68,63,66,69
1560,"Alexandr Belenov",37,56,54,77,34,62,28,44,71,11
1561,"Àngel Rangel",71,80,64,55,75,76,55,68,75,76
1562,"Jean-Louis Leca",27,29,40,41,24,62,45,44,58,13
1563,"Rubens Sambueza",80,83,73,73,80,75,74,73,67,57
1564,"Jason Puncheon",76,71,72,74,74,66,83,74,73,41
1565,"Jaroslav Drobný",23,42,35,38,28,69,35,39,52,12
1566,"Wes Hoolahan",81,70,66,61,64,48,85,78,33,43
1567,"Vladimir Gabulov",47,48,58,55,38,70,53,50,69,12
1568,"Diego Castro",76,81,75,70,56,55,82,72,69,55
1569,"Cejudo",61,71,76,77,73,70,65,76,63,53
1570,"Andrés Fernández",41,53,58,55,43,74,65,57,82,12
1571,"Yalçin Ayhan",31,71,44,46,66,87,32,34,33,80
1572,"Boštjan Cesar",25,75,34,54,55,91,34,30,72,74
1573,"Leonardo Ponzio",69,73,66,48,73,68,67,75,77,65
1574,"Alejandro Domínguez",73,68,68,61,40,67,75,71,44,56
1575,"Darren Fletcher",68,83,55,53,76,70,59,62,70,83
1576,"Marc Janko",58,65,49,53,63,92,41,48,31,81
1577,"Marco Storari",54,65,49,39,39,63,63,59,75,21
1578,"Daniele Gastaldello",46,76,52,54,66,78,57,46,82,74
1579,"Giampaolo Pazzini",58,78,67,69,56,66,78,73,93,88
1580,"Franco Brienza",83,78,69,63,54,44,91,79,50,33
1581,"Stijn Schaars",78,80,38,32,72,67,65,59,48,63
1582,"Alexis",48,74,55,62,68,79,58,57,76,80
1583,"Hasan Ali Kaldirim",58,72,82,80,82,64,78,76,70,60
1584,"Ersan Gülüm",44,65,67,54,83,86,53,59,80,72
1585,"Marco Borriello",62,80,60,66,61,78,60,68,78,80
1586,"Kolo Touré",57,70,63,65,66,84,67,31,72,76
1587,"Achille Emaná",79,80,66,68,68,91,75,63,65,61
1588,"Gareth McAuley",52,65,50,34,67,79,33,34,72,83
1589,"Artur Boruc",40,65,37,39,31,69,40,40,73,11
1590,"Alberto Aquilani",82,76,53,55,53,67,60,75,68,66
1591,"Wayne Routledge",74,69,71,74,69,73,87,82,71,34
1592,"Matthias Lehmann",74,74,42,34,76,73,71,66,75,65
1593,"Steven Pienaar",81,85,74,64,66,57,84,81,60,56
1594,"Ludovic Butelle",43,17,49,53,31,77,28,40,74,13
1595,"Emiliano Moretti",31,76,55,55,55,75,65,51,75,74
1596,"Jonas Olsson",55,66,46,50,62,82,42,34,65,80
1597,"James Collins",54,63,47,34,67,85,34,33,62,81
1598,"Nick Rimando",67,72,58,59,41,62,57,59,70,13
1599,"Dario Dainelli",25,75,30,34,55,78,34,30,74,76
1600,"Maarten Stekelenburg",41,63,35,45,30,77,27,35,55,14
1601,"Paolo Cannavaro",50,69,34,34,49,76,50,60,80,78
1602,"Carlos Soler",80,48,74,75,68,59,58,59,56,56
1603,"Raphinha",70,68,85,80,76,40,82,86,35,28
1604,"Mikel Villanueva",29,59,34,56,61,87,29,28,69,70
1605,"Federico Ricca",42,45,74,73,78,64,66,55,55,70
1606,"Maurício António",32,45,66,64,62,78,56,46,85,78
1607,"Adalberto Peñaranda",75,58,85,83,64,65,62,86,61,64
1608,"Franck Yannick Kessié",66,75,73,75,82,81,73,67,79,68
1609,"Rafael Cachoira",36,70,49,60,61,83,53,51,51,73
1610,"Nicholas Aldair",69,83,59,77,83,77,60,63,69,72
1611,"Luimo Boas Santos",64,73,68,77,64,67,69,78,82,73
1612,"Adilson Edrada",77,67,79,82,55,59,78,81,69,56
1613,"Allan Bardinho",77,71,66,68,61,55,81,82,46,44
1614,"Simão Acunha",76,71,83,77,73,64,74,79,64,60
1615,"Gabrisco Aníbal",56,73,68,70,87,72,61,61,73,72
1616,"Davi Parrela",43,44,61,67,52,89,41,44,57,75
1617,"Kaimo Lima",58,76,76,78,61,77,59,60,76,75
1618,"Victildinho",71,72,81,82,77,61,77,72,51,68
1619,"Andeson Trigo",73,80,88,82,84,67,83,87,64,60
1620,"Kaíquão Castro",71,67,34,38,41,81,41,31,67,10
1621,"Dani Rochelinhas",76,60,81,72,71,54,67,82,51,51
1622,"Laure Santeiro",76,76,86,78,67,48,88,89,44,44
1623,"Jorginhson",77,67,71,72,74,66,77,78,52,71
1624,"Melvin Parrela",72,76,62,78,85,82,69,67,71,73
1625,"Otávio Cairinho",44,57,56,61,61,76,63,54,82,72
1626,"Caio Nunson",51,64,55,64,54,84,48,46,68,77
1627,"Juli Freitinho",42,71,41,51,57,91,38,32,58,77
1628,"Alexo Baia",56,62,71,77,77,61,72,81,65,66
1629,"Silas Almeim",63,68,74,83,73,63,76,81,63,66
1630,"Simão Donatinho",58,61,41,46,32,60,48,58,69,12
1631,"Gastón Pereiro",64,72,74,78,59,75,56,74,71,74
1632,"Aminu Umar",68,72,90,88,70,66,83,88,62,45
1633,"Yoshinori Muto",68,67,79,77,76,50,79,78,73,64
1634,"Viktor Kovalenko",73,64,79,75,87,68,69,74,64,59
1635,"Kasper Dolberg",68,74,73,78,63,79,67,68,72,68
1636,"Benjamin Henrichs",63,74,77,75,74,68,69,75,65,58
1637,"Christian Pulisic",65,60,88,87,67,48,83,90,83,39
1638,"Lucas Tousart",70,68,72,71,81,84,68,65,82,74
1639,"Jakub Jankto",73,70,82,83,75,64,74,76,62,59
1640,"André Horta",75,78,78,76,76,50,92,90,62,52
1641,"Presnel Kimpembe",31,72,73,72,65,72,65,66,75,69
1642,"Hernani",69,69,68,69,70,75,53,69,62,74
1643,"David García",52,55,58,66,75,71,64,51,78,76
1644,"Mikel Merino",73,66,64,68,72,74,54,64,68,79
1645,"Orbelín Pineda",73,72,85,87,87,50,82,91,85,41
1646,"Rúben Neves",74,68,65,66,74,69,67,68,73,61
1647,"Cristian Pavón",66,55,90,86,78,45,81,90,59,45
1648,"Lucas Torreira",73,75,79,75,79,64,93,85,31,32
1649,"Erdem Sen",58,63,67,66,78,77,65,64,61,69
1650,"Afonso Figueiredo",49,68,79,77,75,56,87,81,70,65
1651,"Mario Pašalic",73,73,65,69,77,77,54,68,69,65
1652,"Ömer Ali Sahiner",62,70,82,83,74,58,79,78,80,52
1653,"Toshihiro Aoyama",75,73,59,59,89,71,67,72,69,58
1654,"Alexis Blin",71,64,63,63,79,71,68,62,66,56
1655,"Thomas Touré",74,69,79,80,69,67,73,82,70,67
1656,"Godfred Donsah",74,74,84,78,88,74,86,82,78,56
1657,"Raúl",39,64,54,51,72,82,57,59,68,75
1658,"Mislav Oršic",66,74,86,90,68,63,90,84,58,41
1659,"Sebastián Driussi",68,55,84,83,82,68,69,83,67,72
1660,"Lovre Kalinic",29,55,30,35,32,68,22,25,69,15
1661,"Rafael Santos Borré",65,72,83,81,64,58,82,82,76,74
1662,"Léo Bonatini",61,73,76,74,67,75,60,69,72,70
1663,"Jaume",43,22,58,58,59,68,59,60,72,16
1664,"Clément Lenglet",32,74,74,69,65,74,54,51,68,70
1665,"Diego Rico",63,64,74,82,92,76,70,69,74,69
1666,"Alex Alegría",48,53,55,57,63,80,48,66,56,78
1667,"Munir",59,53,80,84,60,63,78,79,62,69
1668,"Tana",78,65,72,69,68,53,87,78,55,28
1669,"Hamari Traoré",62,58,82,81,75,62,82,72,86,69
1670,"Edgar Méndez",70,61,85,86,72,81,66,75,68,64
1671,"Jordan Amavi",68,66,79,79,77,64,75,77,81,68
1672,"Rodrigo Battaglia",67,70,66,67,89,82,67,59,64,68
1673,"Ezequiel Cerutti",70,73,91,88,76,59,74,85,74,64
1674,"Djavan",58,71,80,78,83,76,61,73,72,64
1675,"Federico Cartabia",69,49,83,75,62,39,83,80,62,53
1676,"Franco Mussis",72,75,79,75,87,79,78,77,73,52
1677,"Marios Oikonomou",30,68,55,65,62,84,44,50,76,74
1678,"Yuriy Gazinskiy",58,64,63,68,80,66,58,59,70,62
1679,"Seko Fofana",72,70,77,75,79,79,69,74,63,58
1680,"Andrew Robertson",69,67,79,85,81,68,72,83,55,67
1681,"Tin Jedvaj",39,69,75,69,73,76,65,67,81,75
1682,"Maxwel Cornet",65,70,86,86,72,70,78,82,71,68
1683,"Aleksandar Mitrovic",65,76,57,68,67,84,48,61,81,84
1684,"Naranjo",71,71,85,85,59,66,59,78,67,64
1685,"Deniz Türüç",75,74,77,74,80,65,76,83,58,42
1686,"Rúben Vezo",53,56,66,66,65,77,71,65,81,72
1687,"Jonathan Schunke",29,74,30,34,62,91,29,28,34,82
1688,"Martín Cauteruccio",60,76,73,71,77,73,67,74,76,74
1689,"Lucas Zelarayán",78,61,78,76,70,55,86,88,79,50
1690,"Luciano Lollo",30,70,37,37,53,86,52,47,90,77
1691,"Milton Casco",53,57,85,85,89,60,84,84,82,62
1692,"Paolo Goltz",59,73,63,66,64,83,52,54,69,78
1693,"Luis Quiñones",65,72,89,92,72,63,70,88,56,51
1694,"William Tesillo",37,62,60,62,69,83,46,46,49,68
1695,"Yimmi Chará",72,68,93,91,74,68,93,93,84,49
1696,"Jefferson Lerma",66,63,79,79,90,75,76,76,81,58
1697,"Pierre-Emile Højbjerg",74,69,68,68,78,75,75,73,64,60
1698,"Facundo Ferreyra",62,63,70,74,72,73,68,74,73,77
1699,"Laurent Depoitre",68,73,51,66,83,90,35,38,68,82
1700,"Hernâni",58,68,90,91,71,59,69,85,62,56
1701,"Jorrit Hendrix",66,75,74,70,81,72,74,73,78,73
1702,"Leonel Vangioni",64,68,87,83,78,60,69,77,73,56
1703,"Arthur Masuaku",71,75,85,83,75,76,74,77,69,60
1704,"Avilés Hurtado",71,64,90,88,79,68,83,91,75,62
1705,"Riechedly Bazoer",71,83,76,75,77,74,70,74,81,63
1706,"Enzo Roco",49,67,52,54,72,84,51,55,85,79
1707,"Camilo Vargas",50,22,42,48,35,67,45,55,69,24
1708,"Karol Linetty",73,71,74,73,82,65,79,75,80,57
1709,"Danilo Cataldi",73,60,73,72,75,65,75,74,55,63
1710,"Ricardo Kishna",70,74,86,84,68,62,57,78,48,57
1711,"Rubén Blanco",33,30,54,52,44,35,57,52,62,15
1712,"Víctor Rodríguez",74,59,80,76,67,64,80,81,32,40
1713,"Douglas Santos",62,59,77,79,74,48,79,83,73,59
1714,"Renato Steffen",69,42,86,87,81,64,85,86,84,61
1715,"Ridgeciano Haps",58,65,86,89,88,69,76,86,66,58
1716,"Garry Mendes Rodrigues",70,59,87,86,81,64,79,86,65,56
1717,"José Rodríguez",76,51,73,68,70,69,72,74,53,42
1718,"Dimitrios Siovas",49,68,44,50,79,86,44,52,75,66
1719,"José Juan Vázquez",65,77,77,74,88,63,92,80,79,55
1720,"Derlis González",69,61,85,86,77,63,83,86,73,56
1721,"Gerso",65,71,93,93,73,33,92,91,59,55
1722,"Nathan Aké",53,68,77,79,75,76,63,66,77,69
1723,"Isaac Becerra",23,39,50,55,43,57,55,70,83,20
1724,"Giancarlo González",45,62,79,69,69,69,61,59,72,73
1725,"Oumar Niasse",63,68,88,76,78,77,68,72,70,74
1726,"Petros Mantalos",74,65,74,72,74,55,78,78,60,51
1727,"Vitinho",67,75,78,80,66,57,72,83,71,52
1728,"Albentosa",42,59,32,47,67,92,26,36,68,73
1729,"Mike van der Hoorn",37,59,40,66,59,89,40,37,83,82
1730,"Insua",52,45,54,61,73,74,64,55,74,74
1731,"Eduardo Vargas",73,73,84,79,76,55,83,86,78,55
1732,"Will Hughes",79,78,70,67,74,60,80,73,54,58
1733,"Bogdan Butko",63,53,80,78,77,68,66,76,76,56
1734,"Sergiy Kryvtsov",36,77,64,73,77,83,59,42,64,77
1735,"Luka Milivojevic",67,70,62,65,89,76,60,60,65,70
1736,"Willard Katsande",63,63,68,69,81,70,74,63,62,74
1737,"Yvon Mvogo",65,30,43,41,24,73,57,60,71,18
1738,"Calum Chambers",54,68,58,70,75,74,67,66,71,68
1739,"Stefanos Kapino",40,55,41,43,38,67,45,55,71,12
1740,"Marko Livaja",62,62,72,76,68,77,61,62,78,73
1741,"Dwight Gayle",34,76,86,83,66,61,80,84,71,68
1742,"Christian Atsu",70,57,94,89,56,45,92,88,67,50
1743,"Valeri Qazaishvili",73,73,76,69,64,71,81,78,31,59
1744,"Soualiho Meïté",68,71,73,74,82,85,52,68,72,71
1745,"Ilori",43,67,67,70,68,76,53,61,70,72
1746,"Iván Piris",46,69,84,74,75,64,78,79,80,56
1747,"Abdoulaye Ba",40,55,66,62,67,77,31,39,73,81
1748,"Lorenzo Melgarejo",67,64,85,81,79,61,76,77,82,77
1749,"Víctor Ibarbo",72,75,88,95,79,83,54,79,77,68
1750,"Benjamin van Leer",45,52,25,21,43,57,57,24,77,18
1751,"Jürgen Locadia",69,68,75,77,73,81,62,68,45,66
1752,"Yassin Ayoub",74,68,75,67,85,60,90,75,46,56
1753,"Edenílson",62,68,86,83,85,64,76,83,79,60
1754,"Viktor Fischer",73,71,77,78,70,65,68,77,56,55
1755,"Pozuelo",81,75,62,60,77,50,82,76,60,39
1756,"Adrien Trebel",74,74,79,75,81,63,87,77,67,33
1757,"Welthon",67,68,84,83,78,74,80,81,75,70
1758,"Mauro",64,65,67,69,76,69,70,70,85,67
1759,"Ogenyi Onazi",72,65,83,78,84,68,91,89,55,53
1760,"Rodrigo Mora",68,70,77,80,79,58,82,82,88,73
1761,"Gregoire Defrel",70,69,92,82,65,52,72,82,48,61
1762,"Federico Viviani",76,67,74,74,72,74,78,73,60,48
1763,"Jérôme Roussillon",70,65,87,86,79,74,74,76,73,67
1764,"Jota Peleteiro",76,66,73,67,67,59,69,75,58,43
1765,"David Juncà",48,51,85,81,86,66,79,77,74,54
1766,"Bobby Wood",38,65,87,86,73,74,77,78,83,70
1767,"Diego Demme",71,72,68,53,92,65,85,88,82,55
1768,"Jasmin Kurtic",70,68,69,69,79,86,62,66,64,65
1769,"Siniša Andelkovic",31,64,64,68,55,80,52,50,72,71
1770,"Dmitriy Poloz",68,61,76,79,72,68,75,78,68,67
1771,"Ryder",60,69,78,79,72,66,76,80,86,76
1772,"Ravel Morrison",74,68,75,76,69,58,76,77,48,49
1773,"Gaëtan Bussmann",48,69,67,74,76,77,62,65,76,77
1774,"André Martins",74,76,81,77,72,34,90,91,63,51
1775,"Bogdan Stancu",76,72,73,76,76,75,63,79,74,73
1776,"Tolga Cigerci",69,59,59,63,88,75,60,65,74,70
1777,"Juan Jesus",34,72,79,79,78,84,58,69,88,74
1778,"Carles Planas",47,60,79,76,80,66,81,72,86,61
1779,"Tomáš Koubek",39,46,24,34,28,62,28,22,64,12
1780,"Lewis Dunk",45,67,54,65,70,82,44,52,64,75
1781,"Luca Caldirola",57,70,65,64,67,78,52,62,82,73
1782,"Erik Sviatchenko",64,78,64,76,78,83,67,70,82,75
1783,"Renato Neto",72,76,54,66,89,84,58,63,69,75
1784,"Matz Sels",45,46,37,35,30,67,34,36,64,14
1785,"Matthew Lowton",60,74,77,76,83,70,65,69,77,69
1786,"Oriol Romeu",70,72,66,55,75,84,59,60,67,65
1787,"Roberto Inglese",42,74,55,69,69,86,55,55,83,80
1788,"Luna",50,66,73,75,83,75,69,67,80,59
1789,"Lacina Traoré",70,67,69,73,73,92,31,38,54,80
1790,"Danilo DAmbrosio",55,72,79,79,79,74,70,75,78,64
1791,"Nicolas Isimat-Mirin",34,48,52,62,67,84,54,55,75,74
1792,"Saphir Taïder",74,74,76,74,76,68,76,76,76,54
1793,"Nathan Redmond",72,62,89,85,73,45,84,90,48,33
1794,"Kara Mbodj",41,64,68,78,81,88,42,52,80,78
1795,"Cristian Gamboa",60,71,89,88,84,64,82,78,83,57
1796,"Pierre-Michel Lasogga",56,76,53,65,62,90,54,46,77,79
1797,"Róbert Mak",69,64,84,83,72,64,74,80,73,58
1798,"Sérgio Oliveira",77,73,64,66,63,60,67,66,46,53
1799,"Ximo Navarro",59,57,78,82,87,71,72,73,83,65
1800,"Juanmi",72,70,77,74,67,51,79,76,75,66
1801,"Arribas",40,61,53,60,65,78,61,54,83,71
1802,"Ivo Pinto",59,64,79,85,77,69,63,71,67,67
1803,"Giulio Donati",51,71,72,77,78,77,72,66,68,70
1804,"Serdar Gürler",70,68,87,85,73,51,85,82,63,49
1805,"José Pedro Fuenzalida",71,69,83,83,85,70,80,77,70,63
1806,"Bill Hamid",36,32,52,51,35,76,46,44,73,11
1807,"Gonzalo Jara",62,75,67,69,69,75,73,73,76,69
1808,"Ishak Belfodil",73,73,61,71,78,85,39,58,71,76
1809,"Yuto Nagatomo",66,74,89,79,84,58,91,89,81,55
1810,"Andy Delort",63,70,75,72,76,82,69,73,71,70
1811,"Filip Ðuricic",75,71,78,77,64,61,78,78,73,50
1812,"Fábio Espinho",73,68,75,67,69,56,83,86,58,59
1813,"Steven Caulker",43,77,68,76,77,82,57,64,74,74
1814,"Rémy Cabella",72,61,83,78,73,50,80,91,42,58
1815,"Nick Viergever",50,71,67,72,83,72,67,63,72,67
1816,"Philipp Bargfrede",69,73,68,64,73,68,76,73,63,57
